id,text_snippet,labels
802,"We like your product, but TechCorp offers better remote monitoring. The AI engine looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
803,"We like your product, but CompetitorZ offers better remote monitoring. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection"
804,Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"Objection, Security"
805,"The remote monitoring looks great, but the pricing model is too high.",Pricing Discussion
806,"We like your product, but CompetitorY offers better analytics. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
807,"We like your product, but CompetitorZ offers better data pipeline.",Competition
808,"We like your product, but MediPlus offers better remote monitoring. The data pipeline looks great, but the pricing model is too high.","Competition, Pricing Discussion"
809,"The automation looks great, but the budget is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
810,"The automation looks great, but the budget is too high.",Pricing Discussion
811,"We like your product, but MediPlus offers better AI engine.",Competition
812,"We like your product, but CompetitorY offers better AI engine. The automation looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
813,"We like your product, but CompetitorY offers better AI engine. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection"
814,Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"Objection, Security"
815,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
816,"We like your product, but CompetitorZ offers better automation. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection"
817,"We like your product, but TechCorp offers better remote monitoring. The AI engine looks great, but the pricing model is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
818,"We like your product, but CompetitorZ offers better automation.",Competition
819,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
820,"The data pipeline looks great, but the pricing model is too high.",Pricing Discussion
821,"We like your product, but CompetitorZ offers better remote monitoring. The AI engine looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
822,Is your solution SOC2 certified? Our team is concerned about compliance.,Security
823,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
