id,text_snippet,labels,extracted_entities
708,"We like your product, but CompetitorZ offers better automation. The remote monitoring looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Competition, Pricing Discussion","{'competitors': ['CompetitorZ'], 'features': ['remote monitoring', 'automation'], 'pricing_keywords': ['subscription cost'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
709,"We like your product, but CompetitorY offers better automation. The remote monitoring looks great, but the discount is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Competition, Pricing Discussion","{'competitors': ['CompetitorY'], 'features': ['remote monitoring', 'automation'], 'pricing_keywords': ['discount'], 'security_keywords': [], 'other_entities': []}"
710,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['data pipeline'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
711,"The remote monitoring looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance.",rand,"{'competitors': [], 'features': ['remote monitoring'], 'pricing_keywords': ['discount'], 'security_keywords': ['data compliance'], 'other_entities': []}"
712,I’m not sure if automation solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['automation'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
713,"We like your product, but CompetitorX offers better automation. The AI engine looks great, but the pricing model is too high. I’m not sure if automation solves our use case. We’re still evaluating.",rand,"{'competitors': ['CompetitorX'], 'features': ['AI engine', 'automation'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
714,"The remote monitoring looks great, but the subscription cost is too high.",Pricing Discussion,"{'competitors': [], 'features': ['remote monitoring'], 'pricing_keywords': ['subscription cost'], 'security_keywords': [], 'other_entities': []}"
715,"We like your product, but CompetitorX offers better analytics. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Competition","{'competitors': ['CompetitorX'], 'features': ['analytics'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
716,"The remote monitoring looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Pricing Discussion","{'competitors': [], 'features': ['remote monitoring'], 'pricing_keywords': ['subscription cost'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
717,"We like your product, but MediPlus offers better remote monitoring. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Security, Competition","{'competitors': ['MediPlus'], 'features': ['analytics', 'remote monitoring'], 'pricing_keywords': [], 'security_keywords': ['privacy policy'], 'other_entities': []}"
718,"We like your product, but TechCorp offers better data pipeline. The automation looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Competition, Pricing Discussion","{'competitors': ['TechCorp'], 'features': ['AI engine', 'automation', 'data pipeline'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
719,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['remote monitoring'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
720,"The remote monitoring looks great, but the budget is too high.",Pricing Discussion,"{'competitors': [], 'features': ['remote monitoring'], 'pricing_keywords': ['budget'], 'security_keywords': [], 'other_entities': []}"
721,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['analytics'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
722,"We like your product, but CompetitorX offers better analytics. Is your solution encryption? Our team is concerned about compliance.",rand,"{'competitors': ['CompetitorX'], 'features': ['analytics'], 'pricing_keywords': [], 'security_keywords': ['encryption'], 'other_entities': []}"
723,"We like your product, but TechCorp offers better remote monitoring. Is your solution SOC2 certified? Our team is concerned about compliance.","Security, Competition","{'competitors': ['TechCorp'], 'features': ['remote monitoring'], 'pricing_keywords': [], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
724,"We like your product, but CompetitorY offers better automation. Is your solution data compliance? Our team is concerned about compliance.","Security, Competition","{'competitors': ['CompetitorY'], 'features': ['automation'], 'pricing_keywords': [], 'security_keywords': ['data compliance'], 'other_entities': []}"
725,"The AI engine looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion","{'competitors': [], 'features': ['AI engine'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
726,"The AI engine looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion","{'competitors': [], 'features': ['AI engine', 'data pipeline'], 'pricing_keywords': ['pricing model'], 'security_keywords': ['data compliance'], 'other_entities': []}"
727,"We like your product, but CompetitorX offers better automation.",rand,"{'competitors': ['CompetitorX'], 'features': ['automation'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
728,"The remote monitoring looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion","{'competitors': [], 'features': ['AI engine', 'remote monitoring'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
729,"We like your product, but MediPlus offers better remote monitoring. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Security, Competition","{'competitors': ['MediPlus'], 'features': ['remote monitoring'], 'pricing_keywords': [], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
730,Is your solution privacy policy? Our team is concerned about compliance.,Security,"{'competitors': [], 'features': [], 'pricing_keywords': [], 'security_keywords': ['privacy policy'], 'other_entities': []}"
731,"We like your product, but CompetitorX offers better analytics.",Competition,"{'competitors': ['CompetitorX'], 'features': ['analytics'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
732,"The analytics looks great, but the pricing model is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Pricing Discussion","{'competitors': [], 'features': ['analytics', 'data pipeline'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
733,"We like your product, but CompetitorY offers better analytics. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Security, Competition","{'competitors': ['CompetitorY'], 'features': ['analytics', 'AI engine'], 'pricing_keywords': [], 'security_keywords': ['data compliance'], 'other_entities': []}"
734,"We like your product, but CompetitorY offers better remote monitoring. Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Security, Competition","{'competitors': ['CompetitorY'], 'features': ['analytics', 'remote monitoring'], 'pricing_keywords': [], 'security_keywords': ['encryption'], 'other_entities': []}"
735,"We like your product, but CompetitorY offers better data pipeline. The automation looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Security, Competition, Pricing Discussion","{'competitors': ['CompetitorY'], 'features': ['remote monitoring', 'automation', 'data pipeline'], 'pricing_keywords': ['discount'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
